"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2000 SRB to POL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5635.10370328235,2638.01612178513,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.955294095374717,0.100440962296924,2.40313369,0,0.045610259,38258629,4.50145406674139e-06,4884.05486257948,5607.3875341763,7,17,73.7487805,0.485471824,0.38284,960,990,30,1.01970001,0.115834398,2.21751349,0.015707872,0.196461457,0.20322004987419,-3664.62503416936,-2437.78742587439,1.857142857,1.358823529,0.970632007,1.010865184,1.233700763,1.4375,0.98989899,-13.33333333,1,1.083706458,-0.0370062657915987,0.252782402999998
"2000 SRB to ROU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5672.3271894655,2595.50299679486,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.95358345935461,0.101029292963928,2.40313369,0,0.024612635,22442971,1.65990763967926e-06,5200.34909088301,5827.68281149728,54,12.9,71.1634146,0.489205586,0.46996,1140,1040,-100,0.695800018,0.081875801,2.51158412,0.036705496,0.334908689,0.55110639777905,-4125.63231636554,-2643.89434613619,0.240740741,1.790697674,1.005895054,1.003149961,1.005000426,1.210526316,0.942307692,4,1,0.956819909,-0.0378338207089199,5.04234371300001
"2000 SRB to SRB","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5646.81406231826,2624.64166365606,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.954755936163174,0.100626048758427,2.40313369,0,0.061318131,7516346,9.14785719949561e-07,4983.55975463058,5676.69154236754,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.919929757225243,0.142017486083308,2.40313369,0,1,1,-3809.65607092189,-2502.62783400209,1,1,1,1,1,1,1,1,1,1,-0.0372666112400631,4689.778783
"2000 SRB to ESP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5563.09550621516,2720.25703461041,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.958603291483863,0.099302846688895,2.40313369,0,0.052459947,40567864,1.47496874250022e-05,500,5181.2300898077,5,8.6,78.9658537,0.490907169,0.23738,890,980,90,0.948099976,0.106530304,1.35457062,0.008858184,0.185278328,0.062020685156955,-500,-2039.07711545102,2.6,2.686046512,0.906504818,0.999672842,1.989678996,1.550561798,1,-4.444444444,1,1.774092583,-0.0354053749648451,0.678521185999998
"2000 SRB to SVK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5625.76772318649,2648.67879015448,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.955723138043005,0.100293403753645,2.40313369,0,0.011665291,5388720,5.42662428183316e-06,4804.72546808512,5552.13552703859,8,14.2,73.0512195,0.485566121,0.43767,980,1020,40,0.729000015,0.073234301,2.38923975,0.04965284,1.39482957,0.16857362375575,-3549.00032375252,-2386.09398438113,1.625,1.626760563,0.979900504,1.010668874,1.079146389,1.408163265,0.960784314,-10,1,1.005815214,-0.036798707687064,0.611999501
"2000 SRB to SVN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5626.72842667437,2647.58156601868,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.955678988121557,0.100308588019865,2.40313369,0,0.036723715,1988925,1.02013035383436e-05,4812.88872734656,5557.8211428416,12,32,75.4121951,0.489006948,0.49246,930,910,-20,1.13760002,0.140879508260208,1.81112939,0.024594415,3.779099765,0.089673414432887,-3560.89849206929,-2391.41341191131,1.083333333,0.721875,0.949222161,1.003557449,0.959082971,1.483870968,1.076923077,20,1,1.326870241,-0.0368200661082385,5.587821529
"2000 SRB to SWE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5533.46766071915,2754.09514135212,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.959964863569139,0.0988345678711403,2.40313369,0,0.047663489,8872109,2.96249126785976e-05,0,5005.88717840354,5,15.1,79.6439024,0.494532655,0.15974,1050,1020,-30,0.915800018,0.129130201,1.08088122,0.013654642,0.847188194,0.0308789338849408,0,-1875.02735506241,2.6,1.529801325,0.898787285,0.992344105,2.956742206,1.314285714,0.960784314,13.33333333,1,2.22330969,-0.0347466868154006,366.0555275
"2000 SRB to CHE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5563.91644939594,2719.31943140251,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.958565564362642,0.0993158219928938,2.40313369,0,0.039764092,7184250,3.88650219438355e-05,0,5186.08857900952,7,20.2,79.6804878,0.48858249,0.26617,870,1090,220,1.22279999,0.144521599,0.96587737,0.021554039,1.046225563,0.0235375068428247,0,-2043.62268836883,1.857142857,1.143564356,0.898374606,1.004429294,1.774467446,1.586206897,0.899082569,-1.818181818,1,2.488031881,-0.0354236262259644,173.3155978
"2000 SRB to UKR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5620.38761517458,2654.82343773654,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.955970385345741,0.100208369199933,2.40313369,0,0.059,49176500,6.58348607973322e-07,4759.00978462007,5520.29508144821,35,39.1,67.6756098,0.465490581,0.32855,1540,780,-760,0.491500015,0.113589697,9.04622375,0.002318131,0.152844265,1.38951568951541,-3482.36849458194,-2356.30425733748,0.371428571,0.590792839,1.05773597,1.054256702,1.437558971,0.896103896,1.256410256,0.526315789,1,0.265650481,-0.0366790967828338,0.106434696000008
"2000 SRB to USA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2000,0.061318131,7516346,9.14785719949561e-07,5675.03468079462,2592.41075775206,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.953459034356668,0.101072085843985,2.40313369,0,0.040771595,282162411,3.63299560833424e-05,700,5843.70623150305,12,11,76.6365854,0.492567313,0.20943,850,1440,590,0.789599991,0.14361636194413,5.532622,0.020546536,0.0266383680000004,0.0251799291430742,-700,-2658.88576033995,1.083333333,2.1,0.93405684,0.996303555,2.25521654,1.623529412,0.680555556,-0.677966102,1,0.434357108,-0.037894013828715,215.8229544
"2001 CHE to CAN","Switzerland","CHE","Americas",2001,0.015758173,7229854,3.96387911014524e-05,16.1662074193636,3044.03040877368,7,19.6,80.1804878,0.488664573,0.26625,850,1000,150,0.992699966,0.152553396,1.1979094,0.00323904124379184,0.014055276,31020902,2.3822060119335e-05,-294.60530029561,3163.76192867906,10,12.2,79.3390244,0.495442724,0.2019,710,1080,370,0.566599998,0.122122402,1.79403727,0.001702897,0.233063952,1.66395311332792,344.825298322962,-95.6332961171071,0.7,1.606557377,1.010605921,0.986319002,1.31872214,1.197183099,0.925925926,0.405405405,1.752029597,0.667717121,0.030430994,0.829892277
"2001 AUT to AUS","Austria","AUT","Oceania",2001,0.012671682,8042293,2.45587636759815e-05,376.630689921893,3044.03040877368,6,18.6,78.5756098,0.485602244,0.40066,930,940,10,1.04790001,0.108563204,0.86443712,0.00323904124379184,0.020383007,19413000,1.95414496728996e-05,700,2500,6,12.2,79.6341463,0.498941894,0.159,660,1270,610,0.860400009,0.142329865847157,1.80779295,-0.007711325,0.41427358,1.25675239488706,-700,-1.77635683940025e-15,1,1.524590164,0.986707505,0.973264121,2.519874214,1.409090909,0.74015748,0.016393443,1.217921896,0.478172636,-0.0347544983163365,0.161645441
"2001 AUT to CAN","Austria","AUT","Americas",2001,0.012671682,8042293,2.45587636759815e-05,388.001816011396,3044.03040877368,6,18.6,78.5756098,0.485602244,0.40066,930,940,10,1.04790001,0.108563204,0.86443712,0.00323904124379184,0.014055276,31020902,2.3822060119335e-05,881.50569770903,2500,10,12.2,79.3390244,0.495442724,0.2019,710,1080,370,0.566599998,0.122122402,1.79403727,-0.001383594,0.259254002,1.03092526645286,-257.120334538353,-1.77635683940025e-15,0.6,1.524590164,0.990377817,0.980138006,1.984447746,1.309859155,0.87037037,0.027027027,1.849452901,0.481838998,-0.013559198,0.236251029
"2001 BGR to AUS","Bulgaria","BGR","Oceania",2001,0.038237037,8009142,1.77091353355952e-06,2562.20107718561,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.020383007,19413000,1.95414496728996e-05,700,2500,6,12.2,79.6341463,0.498941894,0.159,660,1270,610,0.860400009,0.142900274989397,1.80779295,0.017854029,0.412565909,0.0906234472468773,-700,1500,3,1.43442623,0.901225116,0.976216713,1.939245283,2.121212121,0.669291339,-0.901639344,0.858205434,2.148278126,-0.0446318150095792,0.561857937
"2001 BGR to AUT","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2628.94125684378,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.012671682,8042293,2.45587636759815e-05,4419.22928419171,2500,6,18.6,78.5756098,0.485602244,0.40066,930,940,10,1.04790001,0.108563204,0.86443712,0.025565355,0.995877917,0.0721092298018032,-2713.78800371414,1500,3,0.940860215,0.913366029,1.0030337,0.769580193,1.505376344,0.904255319,-55,0.704647348,4.492683112,-0.015785809,0.274686102
"2001 BGR to BEL","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2602.96702616091,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.010996189,10286570,2.30150712628213e-05,4277.26996916431,2500,8,22.3,77.9731707,0.489819097,0.02814,1010,1120,110,0.849400024,0.143470958654528,2.73281606,0.027240848,0.778601808,0.0769458201252789,-2572.06143701708,1500,2.25,0.784753363,0.92042291,0.994398582,10.95735608,1.386138614,0.758928571,-5,0.869319452,1.421113593,-0.0462505787208961,0.274686102
"2001 BGR to CAN","Bulgaria","BGR","Americas",2001,0.038237037,8009142,1.77091353355952e-06,2554.47868539921,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.014055276,31020902,2.3822060119335e-05,4012.26224957536,2500,10,12.2,79.3390244,0.495442724,0.2019,710,1080,370,0.566599998,0.122122402,1.79403727,0.024181761,0.258185336,0.0743392269471344,-2307.48820884739,1500,1.8,1.43442623,0.904577454,0.983111451,1.527191679,1.971830986,0.787037037,-1.486486486,1.303212082,2.164749927,-0.029345007,12.97267548
"2001 BGR to CZE","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2617.76442780569,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.030429766,10216605,6.63704165718456e-06,4358.14354834075,2500,7,16.2,75.1731707,0.48649983,0.26123,1050,890,-160,0.963399963,0.086188898,1.31437786,0.007807271,0.783933802,0.266822723892734,-2652.80242052329,1500,2.571428571,1.080246914,0.954706207,1.001183116,1.180339165,1.333333333,0.95505618,3.4375,0.76645214,2.954737879,0.006588497,2.447203458
"2001 BGR to DNK","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2655.26952187096,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.00823153,5358783,3.07516543401739e-05,4563.12353518038,2500,8,15.8,76.7926829,0.494919522,0.1485,1090,1220,130,0.892699966,0.155485401,0.9705007,0.030005507,1.494582259,0.0575875858244806,-2857.44633396273,1500,2.25,1.107594937,0.934572019,0.984150744,2.076363636,1.28440367,0.696721311,-4.230769231,0.827153569,4.001689077,-0.062708006,0.137343051
"2001 BGR to FIN","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2636.00866247617,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.026100191,5188008,2.49677925130416e-05,4457.85541617782,2500,5,24.1,77.9658537,0.488414424,0.17632,940,1080,140,1.00730003,0.1263445,2.99972599,0.012136845,1.543779809,0.0709279177418072,-2752.35080651523,1500,3.6,0.726141079,0.920509291,0.99725846,1.748752269,1.489361702,0.787037037,-3.928571429,0.733048686,1.2946656,-0.033567104,0.262200371
"2001 BGR to FRA","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2683.49682595153,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.019837214,61357432,2.2452982370579e-05,4717.39677627352,2500,10,19.5,79.1585366,0.484837093,0.23873,880,1310,430,0.936100006,0.144598297584491,1.76309743,0.018399822,0.130532549,0.0788720849787875,-3011.46663752038,1500,1.8,0.897435897,0.906639963,1.00461665,1.291584635,1.590909091,0.648854962,-1.279069767,0.78880457,2.202738195,-0.0494483141068597,1.311001853
"2001 BGR to GBR","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2587.54746447192,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.020726563,59119673,2.78867985957906e-05,200,2500,11,8.3,77.9926829,0.487677913,0.21249,1020,1130,110,0.870800018,0.120818596,1.63384662,0.017510474,0.135473381,0.0635036512877759,-200,1500,1.636363636,2.108433735,0.920192639,0.99876456,1.451080051,1.37254902,0.752212389,-5,0.847955843,2.376993044,-0.028041201,0.124857319
"2001 BGR to DEU","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2573.90140384661,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.016814685,82349925,2.36283272146271e-05,0,2500,7,14.5,78.3292683,0.487342029,0.2483,1010,890,-120,1.00610001,0.143064068191075,1.44989999,0.021422352,0.0972574290000001,0.0749487476397924,0,1500,2.571428571,1.206896552,0.916238518,0.999452923,1.241804269,1.386138614,0.95505618,4.583333333,0.733923025,2.678558574,-0.0450964200214938,0.312143298
"2001 BGR to GRC","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2551.88423809017,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.04131612,10862132,1.25490368925732e-05,3998.08258175906,2500,3,3.1,78.3878049,0.496827638,0.27087,940,940,0,1.07089996,0.073165202,1.18551016,-0.003079083,0.737345302,0.141119477830812,-2293.33178919913,1500,6,5.64516129,0.915554311,0.980371016,1.138332041,1.489361702,0.904255319,-1.69386198911255,0.689513485,3.275924729,0.019612193,0.911458431
"2001 BGR to IRL","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2676.98746447771,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.053044844,3866243,2.82824098743923e-05,4681.8205735605,2500,7,13.2,77.1341463,0.497548183,0.40601,780,1500,720,0.979000015,0.127046499,1.35337262,-0.014807807,2.071556806,0.0626153691083786,-2975.94876350372,1500,2.571428571,1.325757576,0.930434783,0.97895125,0.759439423,1.794871795,0.566666667,-0.763888889,0.75423897,2.869602941,-0.034269104,0.274686102
"2001 BGR to ITA","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2595.02079997698,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.019513716,56974100,2.05009543985776e-05,4233.84073963696,2500,3,7.3,80.1268293,0.48411809,0.32718,960,940,-20,1.13239998,0.098228598,1.24659016,0.018723321,0.140575139,0.0863820044242621,-2528.70341155731,1500,6,2.397260274,0.895683672,1.006108687,0.942417018,1.458333333,0.904255319,27.5,0.652066386,3.115412085,-0.005451202,0.124857319
"2001 BGR to NLD","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2600.80211690649,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.023269551,16046180,2.68965481130088e-05,4265.43789457446,2500,13,9.6,78.1902439,0.495398147,0.2217,870,1260,390,0.884300003,0.111573896,1.26107247,0.014967486,0.499130759,0.065841665856854,-2560.24876161639,1500,1.384615385,1.822916667,0.917867615,0.983199915,1.390798376,1.609195402,0.674603175,-1.41025641,0.835010698,3.079634313,-0.018796501,1.173658801
"2001 BGR to NOR","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2654.00307602552,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.020747904,4513750.99999999,3.8542715094386e-05,4556.20191401925,2500,5,14.2,78.7853659,0.495483115,0.23622,970,1260,290,0.946500015,0.157838602,0.81801598,0.017489133,1.7743872,0.0459467769518258,-2850.53606109366,1500,3.6,1.232394366,0.910934307,0.983031311,1.305308611,1.443298969,0.674603175,-1.896551724,0.780137297,4.74763592,-0.065061207,0.137343051
"2001 BGR to ESP","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2573.75606902279,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.039329488,40850412,1.53690011596456e-05,4117.62067994181,2500,5,8,79.3682927,0.491368673,0.23657,880,990,110,0.936800003,0.107027397,1.39643743,-0.001092452,0.19606025,0.115226325716561,-2412.67389958946,1500,3.6,2.1875,0.904243877,0.991262655,1.303377436,1.590909091,0.858585859,-5,0.788215159,2.781107099,-0.014250002,0.0624286599999999
"2001 BGR to SVK","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2717.40715894536,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.032537845,5378867,5.72216818337394e-06,4902.72998990861,6100,8,13.9,73.402439,0.48537619,0.43837,970,950,-20,0.884300003,0.086867199,2.18518721,0.005699192,1.48900168,0.309482957649691,-3196.49598947494,-2100,2.25,1.258992806,0.977737166,1.003500843,0.703378425,1.443298969,0.894736842,27.5,0.835010698,1.777258274,0.005910196,0.0998858549999999
"2001 BGR to SWE","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2588.09622365861,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.014494986,8895960,2.72478577354215e-05,4195.99522563451,2500,5,16,79.795122,0.494717797,0.15929,1050,1030,-20,0.887900009,0.128097,0.97776957,0.02374205,0.900312277,0.0649927620275771,-2490.91994688353,1500,3.6,1.09375,0.899407018,0.98455204,1.935714734,1.333333333,0.825242718,27.5,0.831625133,3.971939984,-0.035319605,2.434717726
"2001 BGR to CHE","Bulgaria","BGR","Europe",2001,0.038237037,8009142,1.77091353355952e-06,2626.34587451736,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.015758173,7229854,3.96387911014524e-05,4405.04450614029,2500,7,19.6,80.1804878,0.488664573,0.26625,850,1000,150,0.992699966,0.152553396,1.1979094,0.022478864,1.107787515,0.0446762750414615,-2699.6264822092,1500,2.571428571,0.892857143,0.895084261,0.996747958,1.158084507,1.647058824,0.85,-3.666666667,0.743829947,3.242016508,-0.059776001,1.610659419
"2001 BGR to USA","Bulgaria","BGR","Americas",2001,0.038237037,8009142,1.77091353355952e-06,2596.49756921785,4000,18,17.5,71.7682927,0.487075416,0.30834,1400,850,-550,0.738399963,0.092777395,3.88364205,0.00323904124379184,0.009543387,284968955,3.71336230994004e-05,700,2500,13,11.4,76.8365854,0.492782912,0.20766,850,1410,560,0.759899979,0.143380392545005,6.68744397,0.028693649,0.0281053140000002,0.0476902975187498,-700,1500,1.384615385,1.535087719,0.934038028,0.988417829,1.484830974,1.647058824,0.602836879,-0.982142857,0.971706782,0.580736387,-0.0459936848574,16.50613761
