Year,Country of origin,Country of origin (ISO),Continent of Origin,In EU?,Life Expectancy (Year) - O ,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,% Crop Production to '14-16 - A,Country of asylum,Continent of asylum,Population - A,Gov Education Budget (% of) - A,Life Expectancy (Year) - A,% Male (Pop) - Difference,% <$1.90 a day - A,GDP LCU (T) Difference,Distance (KM),Decisions % - O,Decisions Per 100k
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.61,Argentina,Americas,36870796,0.16,73.58,1,0.07,0.11,11934.42284,0,0.06
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.85,Australia,Oceania,19153000,0.13,79.23,0.98,0,0.05,15341.19566,0,0.87
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.85,Australia,Oceania,19153000,0.13,79.23,0.98,0,2.68,15341.19566,0,0.08
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.01,Austria,Europe,8011566,0.11,78.13,1,0,0.19,817.6732131,0,0.76
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,1.01,Austria,Europe,8011566,0.11,78.13,1,0,11.07,817.6732131,0,0.1
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.97,Belgium,Europe,10251250,0,77.72,1,0,0.16,1697.88075,0,0.24
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.97,Belgium,Europe,10251250,0,77.72,0.99,0,9.42,1697.88075,0,0.05
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.69,Canada,Americas,30685730,0.13,79.14,0.98,0,0.04,7370.872821,0,10.43
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.69,Canada,Americas,30685730,0.13,79.14,0.98,0,2.32,7370.872821,0,6.55
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.92,Czechia,Europe,10255063,0.09,74.97,1,0,0.02,1065.247966,0,1.73
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.92,Denmark,Europe,5339616,0.15,76.59,0.98,0,0.03,1637.045717,0,0.15
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.09,Finland,Europe,5176209,0.12,77.47,1,0,0.3,1946.016699,0,0.32
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.02,France,Europe,60912500,0,79.06,1,0,0.03,1757.706739,0,1.58
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.99,United Kingdom of Great Britain and Northern Ireland,Europe,58892514,0.12,77.74,1,0,0.04,2014.51223,0,0.24
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.99,United Kingdom of Great Britain and Northern Ireland,Europe,58892514,0.12,77.74,1,0,2.05,2014.51223,0,0.2
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.01,Germany,Europe,82211508,0,77.93,1,0,0.02,1318.842173,0,0.15
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,1.01,Germany,Europe,82211508,0,77.93,1,0,1.22,1318.842173,0,0.21
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.97,Ireland,Europe,3805174,0.14,76.54,0.98,0,21.76,2474.021957,0,0.05
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.16,Italy,Europe,56942108,0.09,79.78,1.01,0.01,0.03,894.8012282,0,0.22
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.51,Morocco,Africa,28793672,0,68.68,0.98,0.06,0.12,2783.712218,0,0.11
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.51,Morocco,Africa,28793672,0,68.68,0.98,0.06,6.78,2783.712218,0,0.14
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.97,Netherlands,Europe,15925513,0.11,77.99,0.98,0,0.09,1744.506693,0,1.22
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.97,Netherlands,Europe,15925513,0.11,77.99,0.98,0,5.35,1744.506693,0,1.33
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.95,Norway,Europe,4490967,0.16,78.63,0.98,0,0.02,2096.33555,0,0.15
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.78,New Zealand,Oceania,3857700,0,78.64,0.99,0,18.19,17661.60686,0,0.05
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.61,Peru,Americas,26459944,0.15,71.11,0.98,0.16,0.24,11753.84987,0,0.11
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.61,Peru,Americas,26459944,0.15,71.11,0.98,0.16,13.98,11753.84987,0,0.05
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.9,South Africa,Africa,44967713,0,56.05,0.99,0.35,0.02,7626.797457,0,2.7
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.95,Spain,Europe,40567864,0.11,78.97,0.99,0.01,0.06,2253.318067,0,0.06
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.73,Slovakia,Europe,5388720,0.07,73.05,1,0,1.24,775.8801287,0,0.1
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.76,Eswatini,Africa,1005432,0.19,47.49,1.01,0.49,2.22,7715.548668,0,0.06
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.92,Sweden,Europe,8872109,0.13,79.64,0.99,0,0.02,1884.29048,0,8.05
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.92,Sweden,Europe,8872109,0.13,79.64,0.98,0,1.01,1884.29048,0,0.27
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,1.22,Switzerland,Europe,7184250,0.14,79.68,1,0,0.1,1335.53863,0,0.77
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,1.22,Switzerland,Europe,7184250,0.14,79.68,1,0,6.07,1335.53863,0,0.4
2000,Bulgaria,BGR,Europe,0,71.66,0.14,9,0.79,United States of America,Americas,282162411,0,76.64,0.99,0.01,0,7912.007093,0,15.29
2000,Czechia,CZE,Europe,0,74.97,0.11,8.9,0.79,United States of America,Americas,282162411,0,76.64,0.99,0.01,0.23,7912.007093,0,0.14
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.64,Argentina,Americas,37275644,0.16,73.76,1,0.11,0.12,11934.42284,0,0.06
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.86,Australia,Oceania,19413000,0,79.63,0.98,0.01,0.05,15341.19566,0,0.56
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.86,Australia,Oceania,19413000,0,79.63,0.98,0.01,2.71,15341.19566,0,0.13
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,1.05,Austria,Europe,8042293,0.11,78.58,1,0,0.2,817.6732131,0,0.27
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,1.05,Austria,Europe,8042293,0.11,78.58,1,0,11.27,817.6732131,0,0.07
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.85,Belgium,Europe,10286570,0,77.97,0.99,0,0.17,1697.88075,0,0.27
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.85,Belgium,Europe,10286570,0,77.97,0.99,0,9.6,1697.88075,0,0.41
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.57,Canada,Americas,31020902,0.12,79.34,0.98,0,0.04,7370.872821,0,12.97
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.57,Canada,Americas,31020902,0.12,79.34,0.98,0,2.36,7370.872821,0,7.21
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.96,Czechia,Europe,10216605,0.09,75.17,1,0,0.02,1065.247966,0,2.45
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.89,Denmark,Europe,5358783,0.16,76.79,0.98,0,0.03,1637.045717,0,0.14
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,1.01,Finland,Europe,5188008,0.13,77.97,1,0,0.31,1946.016699,0,0.26
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.94,France,Europe,61357432,0,79.16,1,0,0.03,1757.706739,0,1.31
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.94,France,Europe,61357432,0,79.16,1,0,1.7,1757.706739,0,0.39
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.87,United Kingdom of Great Britain and Northern Ireland,Europe,59119673,0.12,77.99,1,0,0.04,2014.51223,0,0.12
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.87,United Kingdom of Great Britain and Northern Ireland,Europe,59119673,0.12,77.99,1,0,2.07,2014.51223,0,0.24
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,1.01,Germany,Europe,82349925,0,78.33,1,0,0.02,1318.842173,0,0.31
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,1.01,Germany,Europe,82349925,0,78.33,1,0,1.23,1318.842173,0,0.14
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,1.07,Greece,Europe,10862132,0.07,78.39,0.98,0,0.29,526.1175128,0,0.91
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,1.07,Greece,Europe,10862132,0.07,78.39,0.98,0,16.93,526.1175128,0,2.27
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.98,Ireland,Europe,3866243,0.13,77.13,0.98,0,0.37,2474.021957,0,0.27
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.98,Ireland,Europe,3866243,0.13,77.13,0.98,0,21.29,2474.021957,0,0.3
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,1.13,Italy,Europe,56974100,0.1,80.13,1.01,0,0.03,894.8012282,0,0.12
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.58,Morocco,Africa,29126323,0,69.19,0.98,0,0.11,2783.712218,0,0.11
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.58,Morocco,Africa,29126323,0,69.19,0.98,0,6.51,2783.712218,0,0.14
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.88,Netherlands,Europe,16046180,0.11,78.19,0.98,0,0.09,1744.506693,0,1.17
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.88,Netherlands,Europe,16046180,0.11,78.19,0.98,0,5.39,1744.506693,0,1.08
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.95,Norway,Europe,4513751,0.16,78.79,0.98,0,0.02,2096.33555,0,0.14
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.6,Peru,Americas,26799289,0.15,71.51,0.98,0.17,0.25,11753.84987,0,0.09
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.6,Peru,Americas,26799289,0.15,71.51,0.98,0.17,14.31,11753.84987,0,0.05
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.82,South Africa,Africa,45571272,0.2,55.09,0.99,0,0.02,7626.797457,0,2.97
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.94,Spain,Europe,40850412,0.11,79.37,0.99,0,0.06,2253.318067,0,0.06
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.88,Slovakia,Europe,5378867,0.09,73.4,1,0,1.24,775.8801287,0,0.1
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.77,Eswatini,Africa,1013608,0.2,45.8,1.01,0,2.28,7715.548668,0,0.06
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.89,Sweden,Europe,8895960,0.13,79.8,0.98,0,0.02,1884.29048,0,2.43
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.89,Sweden,Europe,8895960,0.13,79.8,0.98,0,1.03,1884.29048,0,0.07
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.99,Switzerland,Europe,7229854,0.15,80.18,1,0,0.11,1335.53863,0,1.61
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.99,Switzerland,Europe,7229854,0.15,80.18,1,0,6.16,1335.53863,0,0.76
2001,Bulgaria,BGR,Europe,0,71.77,0.14,8.5,0.76,United States of America,Americas,284968955,0,76.84,0.99,0.01,0,7912.007093,0,16.51
2001,Czechia,CZE,Europe,0,75.17,0.11,8.9,0.76,United States of America,Americas,284968955,0,76.84,0.99,0.01,0.23,7912.007093,0,0.32
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.66,Argentina,Americas,37681743,0.16,73.93,1,0.17,0.14,11934.42284,0,0.06
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.88,Australia,Oceania,19651400,0,79.94,0.98,0,0.05,15341.19566,0,0.37
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.88,Australia,Oceania,19651400,0,79.94,0.98,0,2.64,15341.19566,0,0.05
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,1.04,Austria,Europe,8081957,0.11,78.68,1,0,0.2,817.6732131,0,0.06
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,1.04,Austria,Europe,8081957,0.11,78.68,1,0,11.26,817.6732131,0,0.05
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.94,Belgium,Europe,10332785,0,78.08,0.99,0,0.17,1697.88075,0,0.24
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.94,Belgium,Europe,10332785,0,78.08,0.99,0,9.59,1697.88075,0,0.34
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.5,Canada,Americas,31360079,0.12,79.49,0.98,0,0.04,7370.872821,0,14.56
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.5,Canada,Americas,31360079,0.12,79.49,0.98,0,2.31,7370.872821,0,7.62
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,1.78,Cyprus,Asia,976968,0.15,78.26,0.96,0,3.91,1204.720549,0,0.06
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.81,Czechia,Europe,10196916,0.09,75.22,1,0,0.02,1065.247966,0,1.21
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.85,Denmark,Europe,5375931,0.15,76.9,0.98,0,0.03,1637.045717,0,0.14
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,1.06,Finland,Europe,5200598,0.13,78.12,1,0,0.32,1946.016699,0,0.1
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,1.03,France,Europe,61805266,0,79.26,1,0,0.03,1757.706739,0,1.12
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,1.03,France,Europe,61805266,0,79.26,1,0,1.71,1757.706739,0,0.35
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.98,United Kingdom of Great Britain and Northern Ireland,Europe,59370479,0.13,78.14,1,0,0.04,2014.51223,0,0.13
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.98,United Kingdom of Great Britain and Northern Ireland,Europe,59370479,0.13,78.14,1,0,2.06,2014.51223,0,0.83
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.92,Germany,Europe,82488495,0,78.23,1,0,0.02,1318.842173,0,14.58
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.92,Germany,Europe,82488495,0,78.23,1,0,1.25,1318.842173,0,58.27
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.93,Ireland,Europe,3931947,0.12,77.63,0.98,0,0.37,2474.021957,0,0.51
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.93,Ireland,Europe,3931947,0.12,77.63,0.98,0,20.42,2474.021957,0,0.78
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.64,Morocco,Africa,29454765,0,69.77,0.98,0,0.12,2783.712218,0,0.11
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.64,Morocco,Africa,29454765,0,69.77,0.98,0,6.41,2783.712218,0,0.14
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.91,Netherlands,Europe,16148929,0.11,78.29,0.98,0,0.1,1744.506693,0,0.77
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.91,Netherlands,Europe,16148929,0.11,78.29,0.98,0,5.46,1744.506693,0,0.63
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.92,Norway,Europe,4538159,0.16,78.99,0.98,0,0.02,2096.33555,0,0.1
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.75,New Zealand,Oceania,3948500,0.17,78.85,0.99,0,17.58,17661.60686,0,0.05
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.64,Peru,Americas,27100964,0.15,71.88,0.98,0.15,0.25,11753.84987,0,0.09
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.64,Peru,Americas,27100964,0.15,71.88,0.98,0.15,13.79,11753.84987,0,0.05
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.9,South Africa,Africa,46150913,0.2,54.31,0.99,0,0.02,7626.797457,0,2.07
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.92,Spain,Europe,41431558,0.11,79.57,0.99,0,0.06,2253.318067,0,0.06
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.88,Slovakia,Europe,5376912,0.09,73.6,1,0,1.26,775.8801287,0,0.24
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.84,Eswatini,Africa,1019054,0.17,44.41,1.02,0,2.31,7715.548668,0,0.06
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.89,Sweden,Europe,8924958,0.13,79.85,0.98,0,0.02,1884.29048,0,3.53
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.89,Sweden,Europe,8924958,0.13,79.85,0.98,0,1.02,1884.29048,0,0.23
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,1.07,Switzerland,Europe,7284753,0.15,80.39,1,0,0.11,1335.53863,0,1.52
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,1.07,Switzerland,Europe,7284753,0.15,80.39,1,0,6.25,1335.53863,0,0.34
2002,Bulgaria,BGR,Europe,0,71.87,0.14,8.5,0.74,United States of America,Americas,287625193,0,76.94,0.99,0.01,0,7912.007093,0,16.82
2002,Czechia,CZE,Europe,0,75.22,0.11,9.1,0.74,United States of America,Americas,287625193,0,76.94,0.99,0.01,0.23,7912.007093,0,0.57
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.68,Argentina,Americas,38087866,0.14,74.11,1,0.08,0.14,11934.42284,0,0.06
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.6,Australia,Oceania,19895400,0,80.24,0.98,0.01,0.05,15341.19566,0,0.22
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.6,Australia,Oceania,19895400,0,80.24,0.98,0.01,2.65,15341.19566,0,0.05
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.98,Austria,Europe,8121423,0.11,78.63,1,0,0.21,817.6732131,0,0.06
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.98,Austria,Europe,8121423,0.11,78.63,1,0,11.55,817.6732131,0,0.05
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.93,Belgium,Europe,10376133,0,78.13,0.99,0,0.18,1697.88075,0,0.94
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.93,Belgium,Europe,10376133,0,78.13,0.99,0,9.83,1697.88075,0,0.32
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.65,Canada,Americas,31644028,0,79.74,0.98,0,0.04,7370.872821,0,12.49
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.65,Canada,Americas,31644028,0,79.74,0.98,0,2.31,7370.872821,0,7.29
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.68,Czechia,Europe,10193998,0.08,75.17,1,0,0.02,1065.247966,0,0.63
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.88,Denmark,Europe,5390574,0.15,77.14,0.98,0,0.03,1637.045717,0,0.15
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.99,Finland,Europe,5213014,0.13,78.37,1,0,0.33,1946.016699,0,0.06
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.9,France,Europe,62244880,0,79.11,1,0,0.03,1757.706739,0,1.03
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.9,France,Europe,62244880,0,79.11,1,0,1.76,1757.706739,0,0.27
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.93,United Kingdom of Great Britain and Northern Ireland,Europe,59647577,0.13,78.45,1,0,0.04,2014.51223,0,0.15
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.93,United Kingdom of Great Britain and Northern Ireland,Europe,59647577,0.13,78.45,1,0,2.07,2014.51223,0,1.13
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.82,Germany,Europe,82534176,0,78.38,1,0,0.02,1318.842173,0,13.9
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.82,Germany,Europe,82534176,0,78.38,1,0,1.31,1318.842173,0,55.33
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.98,Ireland,Europe,3996521,0.13,78.14,0.98,0,0.38,2474.021957,0,0.6
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.98,Ireland,Europe,3996521,0.13,78.14,0.98,0,20.53,2474.021957,0,2.23
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.79,Morocco,Africa,29782884,0,70.4,0.98,0,0.12,2783.712218,0,0.12
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.79,Morocco,Africa,29782884,0,70.4,0.98,0,6.27,2783.712218,0,0.14
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.88,Netherlands,Europe,16225302,0.12,78.49,0.98,0,0.1,1744.506693,0,0.51
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.88,Netherlands,Europe,16225302,0.12,78.49,0.98,0,5.65,1744.506693,0,0.52
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.97,Norway,Europe,4564855,0.16,79.39,0.98,0,0.02,2096.33555,0,0.1
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.72,New Zealand,Oceania,4027200,0.17,79.15,0.99,0,0.32,17661.60686,0,0.08
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.72,New Zealand,Oceania,4027200,0.17,79.15,0.99,0,17.42,17661.60686,0,0.8
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.65,Peru,Americas,27372217,0.15,72.24,0.98,0.12,0.25,11753.84987,0,0.09
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.65,Peru,Americas,27372217,0.15,72.24,0.98,0.12,13.71,11753.84987,0,0.05
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.87,South Africa,Africa,46719203,0.2,53.75,0.99,0,0.02,7626.797457,0,2.42
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.74,Slovakia,Europe,5373374,0.1,73.6,1,0,1.26,775.8801287,0,0.3
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.85,Eswatini,Africa,1022796,0.22,43.37,1.02,0,2.34,7715.548668,0,0.13
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.87,Sweden,Europe,8958229,0.13,80.1,0.98,0,0.02,1884.29048,0,1.8
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.87,Sweden,Europe,8958229,0.13,80.1,0.98,0,1.03,1884.29048,0,0.05
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.93,Switzerland,Europe,7339001,0.16,80.54,1,0,0.12,1335.53863,0,0.99
2003,Bulgaria,BGR,Europe,0,72.07,0.14,8.7,0.77,United States of America,Americas,290107933,0,77.04,0.99,0.01,0,7912.007093,0,13.8
2003,Czechia,CZE,Europe,0,75.17,0.11,9.2,0.77,United States of America,Americas,290107933,0,77.04,0.99,0.01,0.23,7912.007093,0,0.86
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.67,Argentina,Americas,38491970,0.15,74.28,1,0.06,0.14,11934.42284,0,0.06
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.95,Australia,Oceania,20127400,0,80.49,0.98,0.01,0.05,15341.19566,0,0.06
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,0.95,Australia,Oceania,20127400,0,80.49,0.98,0.01,2.67,15341.19566,0,0.05
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.13,Austria,Europe,8171966,0.1,79.18,1,0,0.22,817.6732131,0,0.06
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,1.13,Austria,Europe,8171966,0.1,79.18,1,0,11.79,817.6732131,0,0.05
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.04,Belgium,Europe,10421137,0,78.88,0.99,0,0.19,1697.88075,0,1.05
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,1.04,Belgium,Europe,10421137,0,78.88,0.99,0,9.95,1697.88075,0,0.25
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.7,Canada,Americas,31940655,0,79.89,0.98,0,0.04,7370.872821,0,10.86
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,0.7,Canada,Americas,31940655,0,79.89,0.98,0,2.33,7370.872821,0,4.03
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.85,Cyprus,Asia,1010410,0.16,78.51,0.96,0,4.07,1204.720549,0,0.29
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1,Czechia,Europe,10197101,0.09,75.72,1,0,0.02,1065.247966,0,0.57
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.97,Finland,Europe,5228172,0.13,78.71,0.99,0,0.34,1946.016699,0,0.06
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.06,France,Europe,62704901,0,80.16,1,0,0.03,1757.706739,0,0.95
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,1.06,France,Europe,62704901,0,80.16,1.01,0,1.79,1757.706739,0,0.26
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.95,United Kingdom of Great Britain and Northern Ireland,Europe,59987905,0.13,78.75,0.99,0,0.04,2014.51223,0,0.12
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,0.95,United Kingdom of Great Britain and Northern Ireland,Europe,59987905,0.13,78.75,0.99,0,2.12,2014.51223,0,1.18
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.04,Germany,Europe,82516260,0,78.68,1,0,0.03,1318.842173,0,11.09
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,1.04,Germany,Europe,82516260,0,78.68,1,0,1.35,1318.842173,0,36.71
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.02,Greece,Europe,10955141,0.08,79.04,0.98,0.01,0.3,526.1175128,0,0.14
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.12,Ireland,Europe,4070262,0.14,78.54,0.98,0,0.38,2474.021957,0,0.49
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,1.12,Ireland,Europe,4070262,0.14,78.54,0.98,0,20.16,2474.021957,0,1.23
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,0.98,Netherlands,Europe,16281779,0.12,79.1,0.98,0,0.11,1744.506693,0,0.43
2004,Czechia,CZE,Europe,1,75.72,0.11,9.6,0.98,Netherlands,Europe,16281779,0.12,79.1,0.98,0,5.8,1744.506693,0,0.41
2004,Bulgaria,BGR,Europe,0,72.56,0.14,9.1,1.07,Norway,Europe,4591910,0.16,79.84,0.98,0,0.02,2096.33555,0,0.1
